513020033,EVENT_WaxBath_TSensorDown1_OutofRange,67175969
513020040,EVENT_WaxBath_TSensorDown2_OutofRange,67175970
513020043,EVENT_WaxBath_TSensorDown2_OutofRange,67175970
513020081,EVENT_WaxBath_SensorUp_Heating_OutofTargetRange_high,67175995
513020181,EVENT_WaxBath_SensorUp_Heating_OutofTargetRange_low,67175995
513020082,EVENT_WaxBath_SensorDown1_Heating_OutofTargetRange_high,67175996
513020182,EVENT_WaxBath_SensorDown1_Heating_OutofTargetRange_low,67175996
513020083,EVENT_WaxBath_SensorDown2_Heating_OutofTargetRange_high,67175997
513020183,EVENT_WaxBath_SensorDown2_Heating_OutofTargetRange_low,67175997
512020090,EVENT_WaxBath_OvenCover_Status_Open,67176009
513020091,EVENT_WaxBath_OvenCover_Status_Open,67175946
512020092,EVENT_WaxBath_OvenCover_Status_Open,67176010
513030001,EVENT_RV_Motor_CannotGet_OriginalPosition,67175971
513030011,EVENT_RV_Motor_InternalSteps_Retry,67176023
513030012,EVENT_RV_Motor_InternalSteps_Retry,67176024
511030021,EVENT_RV_Motor_InternalSteps_ExceedUpperlimit,67175972
511030022,EVENT_RV_Motor_InternalSteps_ExceedUpperlimit,67175973
513030031,EVENT_RV_Motor_InternalSteps_ExceedUpperlimit,67175998
513030033,EVENT_RV_Motor_InternalSteps_ExceedUpperlimit,67175999
513030040,EVENT_RV_Heating_TempSensor1_OutofRange,67175974
513030043,EVENT_RV_Heating_TempSensor1_OutofRange,67175975
513030050,EVENT_RV_Heating_TempSensor2_OutofRange,67175976
513030053,EVENT_RV_Heating_TempSensor2_OutofRange,67175977
513030060,EVENT_RV_Heating_Current_OutofRange,67175978
513030063,EVENT_RV_Heating_Current_OutofRange,67175979
513030071,EVENT_RV_Heating_TempSensor2_NotReachTarget,67176000
513030081,EVENT_RV_Heating_TSensor2_Lessthan_40DegreeC_Overtime,67175980
513040001,EVENT_LA_PressureSensor_Precheck_Failed,67175983
513040005,EVENT_LA_PressureSensor_OutofRange,67175984
513040006,EVENT_LA_PressureSensor_OutofRange,67175984
513040007,EVENT_LA_PressureSensor_OutofRange,67175984
513040011,EVENT_LA_BottleCheck_PressureBuild_Failed,67175937
513040012,EVENT_LA_BottleCheck_Failed_Empty,67175938
513040014,EVENT_LA_BottleCheck_Failed_Blockage,67175949
513040020,EVENT_LA_Sealing_Failed_Pressure,67175940
511040021,EVENT_LA_Sealing_Failed_Pressure,67176015
512040052,EVENT_LA_Sealing_Failed_Vacuum,67176016
511040101,EVENT_LA_Filling_TimeOut_2min,67176017
513040122,EVENT_LA_Filling_TimeOut_4min,67175944
513040123,EVENT_LA_Filling_TimeOut_4min,67175944
513040124,EVENT_LA_Filling_TimeOut_4min,67175945
513040141,EVENT_LA_Filling_OverFlow,67175947
513040143,EVENT_LA_Filling_OverFlow,67175947
513040161,EVENT_LA_Filling_Insufficient,67175941
513040163,EVENT_LA_Filling_Insufficient,67175942
513040201,EVENT_LA_Draining_TimeOut_BulidPressure,67175943
513040203,EVENT_LA_Draining_TimeOut_BulidPressure,67175943
511040221,EVENT_LA_Draining_TimeOut_Empty_2min,67176018
513040241,EVENT_LA_Draining_TimeOut_Empty_4min,67176003
513040242,EVENT_LA_Draining_TimeOut_Empty_4min,67176003
513040303,EVENT_LA_Releasing_TimeOut,67176007
512040401,EVENT_LA_Status_ExhaustFan,67175985
513040501,EVENT_LA_TubeHeating_Tube1_Abnormal,67175986
513040511,EVENT_LA_TubeHeating_Tube2_Abnormal,67175987
512040520,EVENT_LA_TubeHeating_TSensor1_OutofRange,67175988
512040523,EVENT_LA_TubeHeating_TSensor1_OutofRange,67175988
512040530,EVENT_LA_TubeHeating_TSensor2_OutofRange,67175989
512040533,EVENT_LA_TubeHeating_TSensor2_OutofRange,67175989
513040541,EVENT_LA_TubeHeating_Tube1_NotReachTargetTemp,67176004
513040561,EVENT_LA_PRESSURE_TEST,67176022
513050001,EVENT_MC_DC_5V_ASB3_OutofRange,67176005
513050101,EVENT_MC_DC_5V_ASB3_OutofRange,67176005
513050010,EVENT_MC_DC_5V_ASB5_OutofRange,67176005
513050013,EVENT_MC_DC_5V_ASB5_OutofRange,67176005
513050301,EVENT_MC_Voltage_24V_ASB3_OutofRange,67176006
513051301,EVENT_MC_Voltage_24V_ASB3_OutofRange,67176006
513050310,EVENT_MC_Voltage_24V_ASB5_OutofRange,67176006
513050313,EVENT_MC_Voltage_24V_ASB5_OutofRange,67176006
513050321,EVENT_MC_Voltage_24V_ASB15_OutofRange,67176006
513051321,EVENT_MC_Voltage_24V_ASB15_OutofRange,67176006
512050401,EVENT_MC_RemoteAlarm_Unconnected,67176013
512050411,EVENT_MC_LocalAlarm_Unconnected,67176014
513050501,EVENT_ASB5_AC_Current_OutofRange,67175990
513050502,EVENT_ASB5_AC_Current_OutofRange,67175991
520060002,EVENT_PowerFailure
520060003,EVENT_PowerFailure
520060004,EVENT_PowerFailure
520060005,EVENT_PowerFailure
520060201,EVENT_PowerFailure_Cleaning_MsgBox,
511040231,EVENT_LA_Process_Interval_TimeOut_4min,67176020
511040251,EVENT_LA_Endtime_TimeOut,67176021
520070001,EVENT_INTER_TISSUE_PROTECT_REPORT,
520070200,EVENT_INTER_POWERFAILURE_AFTER_ERRHANDLING_FAILED,
520070300,EVENT_INTER_SW_ERROR
520070400,EVENT_INTER_ABORT
517000500,EVENT_INTER_BOTTLECHECK_RV_FAILED,67176025
517000600,EVENT_INTER_BOTTLECHECK_NONRV_FAILED_WARNING,67176026
520070700,EVENT_INTER_PAUSE
67174930,Bottle check: failed
67174931,Bottle check:Blockage
67174932,Bottle check:Build pressure failed
67174933,Bottle check:Empty
